backend-1  | {"@timestamp":"2026-05-30T19:31:54.85213101-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=24 user_id=1 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.002069927-03:00","@version":"1","message":"intelbras_cgi_http_request method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=false request_headers={} request_body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.002077927-03:00","@version":"1","message":"intelbras_request method=GET host=192.168.*.* final_url=http://192.168.50.101/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 query_params={action=update, name=AccessControlCard, recno=30, CardNo=8327688243, CardStatus=0, CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO, UserID=83276882434, ValidDateStart=2026-05-30%2015%3A00%3A00, ValidDateEnd=2026-05-31%2004%3A00%3A00} digest=false encoding=UTF-8 payload=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.004049968-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.004064343-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.005091552-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=51 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.011623593-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.011635552-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.01258701-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=52 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019061802-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019070802-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019558427-03:00","@version":"1","message":"intelbras_cgi_http_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=false status=401 response_headers={connection=[close], content-length=[0], www-authenticate=[Digest realm=\"Login to e3d3d790d1d2585c24d5539e2b039eac\", qop=\"auth\", nonce=\"840829976\", opaque=\"042b3503ff2a1c3832684c47263fba16642833b1\", algorithm=MD5]} response_body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019574718-03:00","@version":"1","message":"intelbras_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=false status=401 response_body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019578343-03:00","@version":"1","message":"SYNC_DEVICE_RESPONSE ip=192.168.50.101 endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 http_status=401 body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019615635-03:00","@version":"1","message":"intelbras_cgi_http_request method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=true request_headers={Authorization=[<redacted>]} request_body=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.019628968-03:00","@version":"1","message":"intelbras_request method=GET host=192.168.*.* final_url=http://192.168.50.101/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 query_params={action=update, name=AccessControlCard, recno=30, CardNo=8327688243, CardStatus=0, CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO, UserID=83276882434, ValidDateStart=2026-05-30%2015%3A00%3A00, ValidDateEnd=2026-05-31%2004%3A00%3A00} digest=true encoding=UTF-8 payload=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.02015826-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=53 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.026744927-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.026757385-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.027740302-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=54 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.034226843-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.034236885-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.035176593-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=55 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.041735177-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.04174701-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.042723218-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=56 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045741885-03:00","@version":"1","message":"intelbras_cgi_http_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=true status=400 response_headers={connection=[close], content-length=[73], content-type=[text/plain;charset=utf-8]} response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045767302-03:00","@version":"1","message":"intelbras_response method=GET host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 digest=true status=400 response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045772968-03:00","@version":"1","message":"SYNC_DEVICE_RESPONSE ip=192.168.50.101 endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 http_status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045779635-03:00","@version":"1","message":"intelbras_device_rejected_payload host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 status=400 response_body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045821677-03:00","@version":"1","message":"CARD_SYNC_RESPONSE variant=documented_card_status_with_validity method=GET host=192.168.*.* user_id=83276882434 card_no=8327688243 accepted=false error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045834885-03:00","@version":"1","message":"intelbras_device_rejected_payload host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 variant=documented_card_status_with_validity method=GET payload={action=update, name=AccessControlCard, recno=30, CardNo=8327688243, CardStatus=0, CardName=CRISTIAN FERNANDES LEITE MACHADO, UserID=83276882434, ValidDateStart=2026-05-30 15:00:00, ValidDateEnd=2026-05-31 04:00:00} error=Intelbras CGI request failed for host 192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi?action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00 status=400 body={\"code\":268632078,\"message\":\"Component error: getting instance failed!\"}\n.","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045850635-03:00","@version":"1","message":"intelbras_payload_invalid reason=date_fields_optional_may_be_rejected user_id=83276882434 params={action=update, name=AccessControlCard, recno=30, CardNo=8327688243, CardStatus=0, CardName=CRISTIAN FERNANDES LEITE MACHADO, UserID=83276882434, ValidDateStart=2026-05-30 15:00:00, ValidDateEnd=2026-05-31 04:00:00}","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"WARN","level_value":30000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045860593-03:00","@version":"1","message":"INTELBRAS_ACCESS_USER_PAYLOAD host=192.168.*.* variant=documented_card_status_with_validity method=POST user_id=83276882434 includes_card_no=true card_no_masked=83****43 card_name_present=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045863802-03:00","@version":"1","message":"intelbras_card_payload host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi method=POST variant=documented_card_status_with_validity payload={action=update, name=AccessControlCard, recno=30, CardNo=8327688243, CardStatus=0, CardName=CRISTIAN FERNANDES LEITE MACHADO, UserID=83276882434, ValidDateStart=2026-05-30 15:00:00, ValidDateEnd=2026-05-31 04:00:00}","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.04587376-03:00","@version":"1","message":"CARD_SYNC_REQUEST variant=documented_card_status_with_validity method=POST host=192.168.*.* user_id=83276882434 card_no=8327688243 has_card_no=true card_no_source=DOCUMENT_DERIVED has_card_status=true has_validity=true","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.045897052-03:00","@version":"1","message":"intelbras_cgi_http_request method=POST host=192.168.*.* endpoint=/cgi-bin/recordUpdater.cgi digest=false request_headers={Content-Type=[application/x-www-form-urlencoded; charset=UTF-8]} request_body=action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.04590601-03:00","@version":"1","message":"intelbras_request method=POST host=192.168.*.* final_url=http://192.168.50.101/cgi-bin/recordUpdater.cgi query_params={} digest=false encoding=UTF-8 payload=action=update&name=AccessControlCard&recno=30&CardNo=8327688243&CardStatus=0&CardName=CRISTIAN%20FERNANDES%20LEITE%20MACHADO&UserID=83276882434&ValidDateStart=2026-05-30%2015%3A00%3A00&ValidDateEnd=2026-05-31%2004%3A00%3A00","logger_name":"br.com.sport.accesscontrol.integration.intelbras.client.IntelbrasCgiClient","thread_name":"org.springframework.amqp.rabbit.RabbitListenerEndpointContainer#0-1","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.049613468-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.049629343-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.050645093-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=57 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.057184302-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=3 resolvedType=UNKNOWN resolvedName=gilberto foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.057194677-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId=3 rawCardNo= rawCardName=gilberto","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.058148635-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=58 user_id=3 create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.05952526-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=null resolvedType=UNKNOWN resolvedName=Usuário não identificado foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.05953701-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId= rawCardNo= rawCardName=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.060473468-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=59 user_id= create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.061869468-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=null resolvedType=UNKNOWN resolvedName=Usuário não identificado foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.061879968-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId= rawCardNo= rawCardName=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.062797135-03:00","@version":"1","message":"events_skipped_duplicate device_id=5333cf90-e1ae-48bc-ad61-e9e6588c861b rec_no=60 user_id= create_time=null door=0","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.064245552-03:00","@version":"1","message":"intelbras_event_person_resolved deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b userId=null resolvedType=UNKNOWN resolvedName=Usuário não identificado foundInDatabase=false","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasPersonResolver","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
backend-1  | {"@timestamp":"2026-05-30T19:31:55.064255468-03:00","@version":"1","message":"event_unresolved_person deviceId=5333cf90-e1ae-48bc-ad61-e9e6588c861b rawUserId= rawCardNo= rawCardName=","logger_name":"br.com.sport.accesscontrol.integration.intelbras.service.IntelbrasEventImportService","thread_name":"MessageBroker-4","level":"INFO","level_value":20000,"application":"access-control-api"}
